equalweight; no softsign
Casting to tensor
torch.Size([1000, 35986, 2])
torch.Size([1000, 35986])
Epoch :  165  Rel. Train L2 Loss :  0.02521402567625046  Rel. Test L2 Loss :  0.06048998165130615  L adjust: ['0.994299', '1.004789']  time :  86.87588047981262
Epoch :  166  Rel. Train L2 Loss :  0.025137649089097977  Rel. Test L2 Loss :  0.06221252727508545  L adjust: ['0.994571', '1.004886']  time :  86.5019793510437
Epoch :  167  Rel. Train L2 Loss :  0.024893399596214293  Rel. Test L2 Loss :  0.06121101129055023  L adjust: ['0.994497', '1.004690']  time :  86.79121828079224
Epoch :  168  Rel. Train L2 Loss :  0.02489136877655983  Rel. Test L2 Loss :  0.0630015573501587  L adjust: ['0.994302', '1.004900']  time :  86.73049640655518
Epoch :  169  Rel. Train L2 Loss :  0.025797288596630098  Rel. Test L2 Loss :  0.061638960719108585  L adjust: ['0.994474', '1.004778']  time :  86.70114231109619
Epoch :  170  Rel. Train L2 Loss :  0.02466454493999481  Rel. Test L2 Loss :  0.06259454905986786  L adjust: ['0.994265', '1.004576']  time :  86.97297096252441
Epoch :  171  Rel. Train L2 Loss :  0.02477954572439194  Rel. Test L2 Loss :  0.062334780216217044  L adjust: ['0.994552', '1.004788']  time :  86.56807684898376
Epoch :  172  Rel. Train L2 Loss :  0.023525254011154174  Rel. Test L2 Loss :  0.06154009652137756  L adjust: ['0.994561', '1.004807']  time :  86.755690574646
Epoch :  173  Rel. Train L2 Loss :  0.024308183908462525  Rel. Test L2 Loss :  0.06188193607330322  L adjust: ['0.994400', '1.004800']  time :  87.05320262908936
Epoch :  174  Rel. Train L2 Loss :  0.024684656471014022  Rel. Test L2 Loss :  0.06095341372489929  L adjust: ['0.994302', '1.004813']  time :  86.57103967666626
Epoch :  175  Rel. Train L2 Loss :  0.023870714992284776  Rel. Test L2 Loss :  0.062339574575424196  L adjust: ['0.994570', '1.005028']  time :  86.88908982276917
Epoch :  176  Rel. Train L2 Loss :  0.025596596777439116  Rel. Test L2 Loss :  0.061610145568847655  L adjust: ['0.994340', '1.005129']  time :  86.84728193283081
Epoch :  177  Rel. Train L2 Loss :  0.023888076573610306  Rel. Test L2 Loss :  0.06181444001197815  L adjust: ['0.994304', '1.004995']  time :  86.63142490386963
Epoch :  178  Rel. Train L2 Loss :  0.024488822042942046  Rel. Test L2 Loss :  0.061425414323806764  L adjust: ['0.994460', '1.004792']  time :  86.9892635345459
Epoch :  179  Rel. Train L2 Loss :  0.023677392274141312  Rel. Test L2 Loss :  0.0609845724105835  L adjust: ['0.994077', '1.004624']  time :  86.80159497261047
Epoch :  180  Rel. Train L2 Loss :  0.02344908916950226  Rel. Test L2 Loss :  0.06106844747066498  L adjust: ['0.994364', '1.005117']  time :  87.70618486404419
Epoch :  181  Rel. Train L2 Loss :  0.023434302002191543  Rel. Test L2 Loss :  0.06123229050636291  L adjust: ['0.994536', '1.004885']  time :  86.8739640712738
Epoch :  182  Rel. Train L2 Loss :  0.023765286535024643  Rel. Test L2 Loss :  0.06184646987915039  L adjust: ['0.994509', '1.004992']  time :  86.97121095657349
Epoch :  183  Rel. Train L2 Loss :  0.023598580539226532  Rel. Test L2 Loss :  0.06246794080734253  L adjust: ['0.994557', '1.005105']  time :  86.87838792800903
Epoch :  184  Rel. Train L2 Loss :  0.023181927502155305  Rel. Test L2 Loss :  0.06086695086956024  L adjust: ['0.994508', '1.004898']  time :  86.9431848526001
Epoch :  185  Rel. Train L2 Loss :  0.022852096527814864  Rel. Test L2 Loss :  0.060991606950759884  L adjust: ['0.994346', '1.004618']  time :  87.01312327384949
Epoch :  186  Rel. Train L2 Loss :  0.02278067836165428  Rel. Test L2 Loss :  0.063172691822052  L adjust: ['0.994429', '1.004927']  time :  86.83923578262329
Epoch :  187  Rel. Train L2 Loss :  0.023767502576112747  Rel. Test L2 Loss :  0.06150021457672119  L adjust: ['0.994270', '1.004918']  time :  87.05638313293457
Epoch :  188  Rel. Train L2 Loss :  0.022430711686611177  Rel. Test L2 Loss :  0.06270025110244751  L adjust: ['0.994482', '1.004779']  time :  86.75390362739563
Epoch :  189  Rel. Train L2 Loss :  0.02245959660410881  Rel. Test L2 Loss :  0.06127470326423645  L adjust: ['0.994465', '1.005162']  time :  87.01221656799316
Epoch :  190  Rel. Train L2 Loss :  0.02240538176894188  Rel. Test L2 Loss :  0.06176092755794525  L adjust: ['0.994267', '1.004829']  time :  86.86483860015869
Epoch :  191  Rel. Train L2 Loss :  0.022293090134859084  Rel. Test L2 Loss :  0.060818100690841675  L adjust: ['0.994388', '1.005020']  time :  86.93467402458191
Epoch :  192  Rel. Train L2 Loss :  0.022603454917669297  Rel. Test L2 Loss :  0.06164452087879181  L adjust: ['0.994454', '1.004748']  time :  86.98412227630615
Epoch :  193  Rel. Train L2 Loss :  0.022561728298664093  Rel. Test L2 Loss :  0.06110027670860291  L adjust: ['0.994689', '1.004717']  time :  86.95008111000061
Epoch :  194  Rel. Train L2 Loss :  0.02272954621911049  Rel. Test L2 Loss :  0.06208141994476318  L adjust: ['0.994422', '1.004655']  time :  86.85905694961548
Epoch :  195  Rel. Train L2 Loss :  0.023898402988910675  Rel. Test L2 Loss :  0.06170274639129639  L adjust: ['0.994277', '1.005046']  time :  86.84432601928711
Epoch :  196  Rel. Train L2 Loss :  0.02245008036494255  Rel. Test L2 Loss :  0.06244498205184937  L adjust: ['0.994280', '1.005029']  time :  86.88557410240173
Epoch :  197  Rel. Train L2 Loss :  0.023261573910713196  Rel. Test L2 Loss :  0.06264568996429444  L adjust: ['0.994322', '1.005177']  time :  86.94951939582825
Epoch :  198  Rel. Train L2 Loss :  0.02356835997104645  Rel. Test L2 Loss :  0.06132043039798737  L adjust: ['0.994352', '1.005049']  time :  86.92557549476624
Epoch :  199  Rel. Train L2 Loss :  0.021475395023822785  Rel. Test L2 Loss :  0.06142195785045624  L adjust: ['0.994409', '1.004901']  time :  86.96163511276245
Epoch :  200  Rel. Train L2 Loss :  0.021912506580352785  Rel. Test L2 Loss :  0.06100408113002777  L adjust: ['0.994348', '1.004758']  time :  86.87530469894409
Epoch :  201  Rel. Train L2 Loss :  0.02183790475130081  Rel. Test L2 Loss :  0.06146013712882996  L adjust: ['0.994226', '1.004693']  time :  87.0092465877533
Epoch :  202  Rel. Train L2 Loss :  0.021433974355459212  Rel. Test L2 Loss :  0.06132407295703888  L adjust: ['0.994514', '1.004792']  time :  87.00577187538147
Epoch :  203  Rel. Train L2 Loss :  0.021376409590244293  Rel. Test L2 Loss :  0.061529177904129026  L adjust: ['0.994286', '1.004733']  time :  86.84048962593079
Epoch :  204  Rel. Train L2 Loss :  0.021552947282791137  Rel. Test L2 Loss :  0.06176002025604248  L adjust: ['0.994416', '1.005006']  time :  86.93710541725159
Epoch :  205  Rel. Train L2 Loss :  0.02139073020219803  Rel. Test L2 Loss :  0.06244720160961151  L adjust: ['0.994670', '1.004849']  time :  86.90544176101685
Epoch :  206  Rel. Train L2 Loss :  0.020984592109918595  Rel. Test L2 Loss :  0.06267328977584839  L adjust: ['0.994581', '1.004871']  time :  86.94935488700867
Epoch :  207  Rel. Train L2 Loss :  0.021923267513513565  Rel. Test L2 Loss :  0.0626974184513092  L adjust: ['0.994331', '1.004992']  time :  86.9544153213501
Epoch :  208  Rel. Train L2 Loss :  0.021667913764715194  Rel. Test L2 Loss :  0.06270466923713684  L adjust: ['0.994511', '1.005237']  time :  86.83484673500061
Epoch :  209  Rel. Train L2 Loss :  0.021040550857782364  Rel. Test L2 Loss :  0.06263145422935486  L adjust: ['0.994318', '1.004838']  time :  87.02787566184998
Epoch :  210  Rel. Train L2 Loss :  0.021379954516887664  Rel. Test L2 Loss :  0.06324750232696533  L adjust: ['0.994602', '1.004644']  time :  86.90305948257446
Epoch :  211  Rel. Train L2 Loss :  0.02114804530143738  Rel. Test L2 Loss :  0.06247913157939911  L adjust: ['0.994457', '1.004657']  time :  86.87765121459961
Epoch :  212  Rel. Train L2 Loss :  0.020644141256809235  Rel. Test L2 Loss :  0.06130708682537079  L adjust: ['0.994380', '1.004878']  time :  86.96125888824463
Epoch :  213  Rel. Train L2 Loss :  0.020799575597047804  Rel. Test L2 Loss :  0.06315492284297942  L adjust: ['0.994571', '1.005001']  time :  86.8125696182251
Epoch :  214  Rel. Train L2 Loss :  0.021705438792705537  Rel. Test L2 Loss :  0.06304723191261291  L adjust: ['0.994299', '1.004950']  time :  87.01426601409912
Epoch :  215  Rel. Train L2 Loss :  0.021406309604644777  Rel. Test L2 Loss :  0.06242439675331116  L adjust: ['0.994507', '1.005045']  time :  87.08188676834106
Epoch :  216  Rel. Train L2 Loss :  0.020409975796937943  Rel. Test L2 Loss :  0.062180047392845154  L adjust: ['0.994402', '1.005055']  time :  86.74371933937073
Epoch :  217  Rel. Train L2 Loss :  0.020978808015584945  Rel. Test L2 Loss :  0.06256101083755493  L adjust: ['0.994371', '1.004735']  time :  87.04343795776367
Epoch :  218  Rel. Train L2 Loss :  0.020338876247406004  Rel. Test L2 Loss :  0.06232188737392425  L adjust: ['0.994730', '1.004944']  time :  86.57635831832886
Epoch :  219  Rel. Train L2 Loss :  0.020346937775611876  Rel. Test L2 Loss :  0.06258365762233734  L adjust: ['0.994266', '1.004935']  time :  87.04011845588684
Epoch :  220  Rel. Train L2 Loss :  0.020496600031852722  Rel. Test L2 Loss :  0.06231053066253662  L adjust: ['0.994314', '1.004809']  time :  86.89583086967468
Epoch :  221  Rel. Train L2 Loss :  0.019919154971837997  Rel. Test L2 Loss :  0.062210333824157714  L adjust: ['0.994519', '1.004579']  time :  87.02802467346191
Epoch :  222  Rel. Train L2 Loss :  0.020595698207616805  Rel. Test L2 Loss :  0.06238717222213745  L adjust: ['0.994266', '1.004893']  time :  86.98044681549072
Epoch :  223  Rel. Train L2 Loss :  0.019733286052942275  Rel. Test L2 Loss :  0.06260042548179627  L adjust: ['0.994368', '1.004809']  time :  86.96296858787537
Epoch :  224  Rel. Train L2 Loss :  0.01992155647277832  Rel. Test L2 Loss :  0.06185178303718567  L adjust: ['0.994117', '1.004885']  time :  86.97625088691711
Epoch :  225  Rel. Train L2 Loss :  0.020305790662765503  Rel. Test L2 Loss :  0.06243770885467529  L adjust: ['0.994408', '1.004964']  time :  87.26156568527222
Epoch :  226  Rel. Train L2 Loss :  0.01979327142238617  Rel. Test L2 Loss :  0.062158462047576905  L adjust: ['0.994264', '1.005046']  time :  87.0160768032074
Epoch :  227  Rel. Train L2 Loss :  0.019887438625097276  Rel. Test L2 Loss :  0.06351427066326142  L adjust: ['0.994450', '1.004950']  time :  86.80279278755188
Epoch :  228  Rel. Train L2 Loss :  0.018969067603349685  Rel. Test L2 Loss :  0.061218456268310545  L adjust: ['0.994269', '1.004884']  time :  86.73802590370178
Epoch :  229  Rel. Train L2 Loss :  0.019514598667621612  Rel. Test L2 Loss :  0.06318081903457641  L adjust: ['0.994485', '1.004708']  time :  86.62202334403992
Epoch :  230  Rel. Train L2 Loss :  0.019904539972543718  Rel. Test L2 Loss :  0.06177548599243164  L adjust: ['0.994237', '1.004955']  time :  86.75782465934753
Epoch :  231  Rel. Train L2 Loss :  0.019763301342725755  Rel. Test L2 Loss :  0.06192968893051148  L adjust: ['0.994644', '1.005037']  time :  86.74144887924194
Epoch :  232  Rel. Train L2 Loss :  0.019287081599235534  Rel. Test L2 Loss :  0.06332742595672608  L adjust: ['0.994414', '1.004512']  time :  86.7761914730072
Epoch :  233  Rel. Train L2 Loss :  0.01956169807910919  Rel. Test L2 Loss :  0.06360532188415527  L adjust: ['0.994657', '1.004854']  time :  86.72732663154602
Epoch :  234  Rel. Train L2 Loss :  0.01961105352640152  Rel. Test L2 Loss :  0.06234600830078125  L adjust: ['0.994471', '1.004863']  time :  86.65195417404175
Epoch :  235  Rel. Train L2 Loss :  0.019217223167419435  Rel. Test L2 Loss :  0.0624261075258255  L adjust: ['0.994512', '1.005055']  time :  86.75600337982178
Epoch :  236  Rel. Train L2 Loss :  0.019468157678842545  Rel. Test L2 Loss :  0.06292628765106201  L adjust: ['0.994343', '1.004879']  time :  86.8161838054657
Epoch :  237  Rel. Train L2 Loss :  0.018969463884830475  Rel. Test L2 Loss :  0.0631006419658661  L adjust: ['0.994395', '1.004684']  time :  86.88016605377197
Epoch :  238  Rel. Train L2 Loss :  0.018474362015724183  Rel. Test L2 Loss :  0.0635880925655365  L adjust: ['0.994464', '1.004758']  time :  86.64259791374207
Epoch :  239  Rel. Train L2 Loss :  0.018710252106189727  Rel. Test L2 Loss :  0.06266408526897431  L adjust: ['0.994531', '1.004979']  time :  86.8927047252655
Epoch :  240  Rel. Train L2 Loss :  0.01852921834588051  Rel. Test L2 Loss :  0.06341578459739686  L adjust: ['0.994427', '1.004993']  time :  86.6315050125122
Epoch :  241  Rel. Train L2 Loss :  0.018996505677700042  Rel. Test L2 Loss :  0.062237561225891115  L adjust: ['0.994422', '1.004475']  time :  86.69713711738586
Epoch :  242  Rel. Train L2 Loss :  0.01905970907211304  Rel. Test L2 Loss :  0.06209409165382385  L adjust: ['0.994283', '1.004756']  time :  86.71505856513977
Epoch :  243  Rel. Train L2 Loss :  0.018378156155347825  Rel. Test L2 Loss :  0.06252893900871277  L adjust: ['0.994436', '1.004794']  time :  86.71672415733337
Epoch :  244  Rel. Train L2 Loss :  0.01865329396724701  Rel. Test L2 Loss :  0.06395925879478455  L adjust: ['0.994440', '1.005001']  time :  86.80357360839844
Epoch :  245  Rel. Train L2 Loss :  0.01899588397145271  Rel. Test L2 Loss :  0.06298939228057861  L adjust: ['0.994580', '1.005005']  time :  86.67629170417786
Epoch :  246  Rel. Train L2 Loss :  0.018278512239456177  Rel. Test L2 Loss :  0.06311431646347046  L adjust: ['0.994444', '1.004812']  time :  86.74153137207031
Epoch :  247  Rel. Train L2 Loss :  0.01783882501721382  Rel. Test L2 Loss :  0.06266563296318055  L adjust: ['0.994339', '1.004950']  time :  86.65704917907715
Epoch :  248  Rel. Train L2 Loss :  0.018303498268127442  Rel. Test L2 Loss :  0.06280095481872558  L adjust: ['0.994622', '1.004958']  time :  86.72647285461426
Epoch :  249  Rel. Train L2 Loss :  0.018376076251268386  Rel. Test L2 Loss :  0.06339494252204896  L adjust: ['0.994390', '1.005026']  time :  86.67673563957214
Epoch :  250  Rel. Train L2 Loss :  0.018333019763231276  Rel. Test L2 Loss :  0.06318930160999298  L adjust: ['0.994139', '1.004798']  time :  86.65154314041138
Epoch :  251  Rel. Train L2 Loss :  0.018374166578054428  Rel. Test L2 Loss :  0.06278673303127288  L adjust: ['0.994274', '1.004816']  time :  86.86593341827393
Epoch :  252  Rel. Train L2 Loss :  0.017869039565324783  Rel. Test L2 Loss :  0.0630922954082489  L adjust: ['0.994374', '1.004940']  time :  86.67381596565247
Epoch :  253  Rel. Train L2 Loss :  0.017317579030990602  Rel. Test L2 Loss :  0.06286109042167663  L adjust: ['0.994361', '1.005085']  time :  86.81570625305176
Epoch :  254  Rel. Train L2 Loss :  0.01770826005935669  Rel. Test L2 Loss :  0.0631677713394165  L adjust: ['0.994516', '1.004905']  time :  86.58234453201294
Epoch :  255  Rel. Train L2 Loss :  0.017885965824127197  Rel. Test L2 Loss :  0.06336952805519104  L adjust: ['0.994545', '1.004827']  time :  86.70363235473633
Epoch :  256  Rel. Train L2 Loss :  0.01774979043006897  Rel. Test L2 Loss :  0.06207628917694092  L adjust: ['0.994380', '1.005149']  time :  86.59401798248291
Epoch :  257  Rel. Train L2 Loss :  0.017239573895931243  Rel. Test L2 Loss :  0.06286919403076172  L adjust: ['0.994562', '1.004994']  time :  86.63738822937012
Epoch :  258  Rel. Train L2 Loss :  0.017623227685689927  Rel. Test L2 Loss :  0.06337577140331269  L adjust: ['0.994342', '1.004922']  time :  86.65343689918518
Epoch :  259  Rel. Train L2 Loss :  0.017200216591358185  Rel. Test L2 Loss :  0.06317244219779969  L adjust: ['0.994263', '1.004737']  time :  86.65958094596863
Epoch :  260  Rel. Train L2 Loss :  0.017650950759649276  Rel. Test L2 Loss :  0.06450409460067749  L adjust: ['0.994487', '1.005153']  time :  86.72925043106079
Epoch :  261  Rel. Train L2 Loss :  0.01749747422337532  Rel. Test L2 Loss :  0.06274237155914307  L adjust: ['0.994483', '1.004735']  time :  86.53810334205627
Epoch :  262  Rel. Train L2 Loss :  0.01714724513888359  Rel. Test L2 Loss :  0.06311727619171142  L adjust: ['0.994342', '1.004891']  time :  86.78515720367432
Epoch :  263  Rel. Train L2 Loss :  0.017110112994909287  Rel. Test L2 Loss :  0.0636198194026947  L adjust: ['0.994425', '1.004792']  time :  86.65713596343994
Epoch :  264  Rel. Train L2 Loss :  0.017581455737352373  Rel. Test L2 Loss :  0.06289144468307495  L adjust: ['0.994468', '1.004807']  time :  86.78312540054321
Epoch :  265  Rel. Train L2 Loss :  0.016853753447532652  Rel. Test L2 Loss :  0.06308375453948975  L adjust: ['0.994388', '1.004779']  time :  86.80337834358215
Epoch :  266  Rel. Train L2 Loss :  0.016938806742429733  Rel. Test L2 Loss :  0.06265682506561279  L adjust: ['0.994410', '1.005132']  time :  86.6613380908966
Epoch :  267  Rel. Train L2 Loss :  0.016717698127031326  Rel. Test L2 Loss :  0.06310883569717407  L adjust: ['0.994330', '1.004988']  time :  86.78923964500427
Epoch :  268  Rel. Train L2 Loss :  0.01643983843922615  Rel. Test L2 Loss :  0.06388523030281067  L adjust: ['0.994482', '1.004683']  time :  86.67413306236267
Epoch :  269  Rel. Train L2 Loss :  0.016481937050819396  Rel. Test L2 Loss :  0.06348515772819519  L adjust: ['0.994548', '1.004977']  time :  86.67655801773071
Epoch :  270  Rel. Train L2 Loss :  0.016937038362026216  Rel. Test L2 Loss :  0.0627579526901245  L adjust: ['0.994376', '1.004689']  time :  87.8827440738678
Epoch :  271  Rel. Train L2 Loss :  0.016058408737182617  Rel. Test L2 Loss :  0.06368142175674439  L adjust: ['0.994544', '1.004842']  time :  87.07134795188904
Epoch :  272  Rel. Train L2 Loss :  0.016474877834320067  Rel. Test L2 Loss :  0.06337002539634705  L adjust: ['0.994497', '1.005049']  time :  86.6642816066742
Epoch :  273  Rel. Train L2 Loss :  0.01694676333665848  Rel. Test L2 Loss :  0.06322866773605347  L adjust: ['0.994366', '1.004966']  time :  86.55952787399292
Epoch :  274  Rel. Train L2 Loss :  0.016597071498632432  Rel. Test L2 Loss :  0.0626334217786789  L adjust: ['0.994368', '1.004923']  time :  86.75511765480042
Epoch :  275  Rel. Train L2 Loss :  0.016082763612270356  Rel. Test L2 Loss :  0.06332549810409546  L adjust: ['0.994392', '1.004941']  time :  86.60085487365723
Epoch :  276  Rel. Train L2 Loss :  0.016172536045312883  Rel. Test L2 Loss :  0.06309751760959625  L adjust: ['0.994378', '1.005122']  time :  86.6077082157135
Epoch :  277  Rel. Train L2 Loss :  0.01565190762281418  Rel. Test L2 Loss :  0.06324896454811096  L adjust: ['0.994496', '1.004752']  time :  86.61586713790894
Epoch :  278  Rel. Train L2 Loss :  0.015638628035783766  Rel. Test L2 Loss :  0.06293125772476196  L adjust: ['0.994281', '1.004799']  time :  86.29935073852539
Epoch :  279  Rel. Train L2 Loss :  0.016042894750833512  Rel. Test L2 Loss :  0.06304659605026246  L adjust: ['0.994279', '1.004922']  time :  86.70023679733276
Epoch :  280  Rel. Train L2 Loss :  0.015876109093427657  Rel. Test L2 Loss :  0.06263632082939148  L adjust: ['0.994382', '1.005101']  time :  86.56846714019775
Epoch :  281  Rel. Train L2 Loss :  0.015400627583265304  Rel. Test L2 Loss :  0.06322501730918885  L adjust: ['0.994275', '1.004863']  time :  86.42359924316406
Epoch :  282  Rel. Train L2 Loss :  0.01599100461602211  Rel. Test L2 Loss :  0.06385352158546448  L adjust: ['0.994414', '1.004832']  time :  86.81949353218079
Epoch :  283  Rel. Train L2 Loss :  0.015463330388069152  Rel. Test L2 Loss :  0.06370046877861023  L adjust: ['0.994424', '1.004899']  time :  86.41885805130005
Epoch :  284  Rel. Train L2 Loss :  0.015587776482105254  Rel. Test L2 Loss :  0.06324117755889892  L adjust: ['0.994469', '1.004985']  time :  86.4965751171112
Epoch :  285  Rel. Train L2 Loss :  0.015678577065467835  Rel. Test L2 Loss :  0.06327072739601135  L adjust: ['0.994245', '1.004627']  time :  86.71130990982056
Epoch :  286  Rel. Train L2 Loss :  0.015222385615110398  Rel. Test L2 Loss :  0.06379203939437866  L adjust: ['0.994494', '1.004823']  time :  86.33121585845947
Epoch :  287  Rel. Train L2 Loss :  0.01495032611489296  Rel. Test L2 Loss :  0.06317379546165466  L adjust: ['0.994319', '1.005102']  time :  86.74826240539551
Epoch :  288  Rel. Train L2 Loss :  0.015465425074100494  Rel. Test L2 Loss :  0.06347898077964782  L adjust: ['0.994396', '1.004904']  time :  86.57929730415344
Epoch :  289  Rel. Train L2 Loss :  0.015550271153450012  Rel. Test L2 Loss :  0.06327213382720948  L adjust: ['0.994563', '1.004848']  time :  86.46325087547302
Epoch :  290  Rel. Train L2 Loss :  0.014965505957603455  Rel. Test L2 Loss :  0.06410167241096497  L adjust: ['0.994376', '1.005149']  time :  86.68075656890869
Epoch :  291  Rel. Train L2 Loss :  0.014972154498100281  Rel. Test L2 Loss :  0.06296054100990295  L adjust: ['0.994319', '1.004861']  time :  86.32182002067566
Epoch :  292  Rel. Train L2 Loss :  0.014675458371639251  Rel. Test L2 Loss :  0.0640575668811798  L adjust: ['0.994469', '1.005010']  time :  86.41685914993286
Epoch :  293  Rel. Train L2 Loss :  0.014676713943481445  Rel. Test L2 Loss :  0.06316075778007507  L adjust: ['0.994409', '1.005088']  time :  86.77081561088562
Epoch :  294  Rel. Train L2 Loss :  0.015101320192217826  Rel. Test L2 Loss :  0.06356238555908203  L adjust: ['0.994463', '1.004959']  time :  86.42892146110535
Epoch :  295  Rel. Train L2 Loss :  0.01523108857870102  Rel. Test L2 Loss :  0.06314442491531372  L adjust: ['0.994354', '1.004839']  time :  86.54529786109924
Epoch :  296  Rel. Train L2 Loss :  0.014697425946593285  Rel. Test L2 Loss :  0.06291586720943451  L adjust: ['0.994236', '1.004714']  time :  86.642085313797
Epoch :  297  Rel. Train L2 Loss :  0.014376318618655204  Rel. Test L2 Loss :  0.06304112148284913  L adjust: ['0.994381', '1.004895']  time :  86.39953756332397
Epoch :  298  Rel. Train L2 Loss :  0.014352475255727769  Rel. Test L2 Loss :  0.06344412636756896  L adjust: ['0.994469', '1.004997']  time :  86.79265356063843
Epoch :  299  Rel. Train L2 Loss :  0.014773287564516067  Rel. Test L2 Loss :  0.06376701760292053  L adjust: ['0.994220', '1.004884']  time :  86.4261827468872
Epoch :  300  Rel. Train L2 Loss :  0.014658086329698563  Rel. Test L2 Loss :  0.0638044536113739  L adjust: ['0.994461', '1.005003']  time :  86.60667371749878
Epoch :  301  Rel. Train L2 Loss :  0.014091209843754768  Rel. Test L2 Loss :  0.0637804605960846  L adjust: ['0.994392', '1.004924']  time :  86.76410603523254
Epoch :  302  Rel. Train L2 Loss :  0.013786170870065688  Rel. Test L2 Loss :  0.06319556474685668  L adjust: ['0.994488', '1.005000']  time :  86.27661108970642
Epoch :  303  Rel. Train L2 Loss :  0.014376406535506248  Rel. Test L2 Loss :  0.06359204912185669  L adjust: ['0.994356', '1.005017']  time :  86.60408973693848
Epoch :  304  Rel. Train L2 Loss :  0.01400305376946926  Rel. Test L2 Loss :  0.06294070529937744  L adjust: ['0.994323', '1.004959']  time :  86.62917137145996
Epoch :  305  Rel. Train L2 Loss :  0.013680422693490983  Rel. Test L2 Loss :  0.06376625752449036  L adjust: ['0.994404', '1.004848']  time :  86.29162859916687
Epoch :  306  Rel. Train L2 Loss :  0.013676158621907235  Rel. Test L2 Loss :  0.06399148678779602  L adjust: ['0.994455', '1.004918']  time :  86.71420383453369
Epoch :  307  Rel. Train L2 Loss :  0.014203883051872254  Rel. Test L2 Loss :  0.06401760339736938  L adjust: ['0.994286', '1.004963']  time :  86.56941676139832
Epoch :  308  Rel. Train L2 Loss :  0.013873343467712402  Rel. Test L2 Loss :  0.06438247656822205  L adjust: ['0.994469', '1.005042']  time :  86.4375946521759
Epoch :  309  Rel. Train L2 Loss :  0.013635119527578354  Rel. Test L2 Loss :  0.06367603302001953  L adjust: ['0.994325', '1.004923']  time :  86.77029490470886
Epoch :  310  Rel. Train L2 Loss :  0.013381147757172585  Rel. Test L2 Loss :  0.06359018015861512  L adjust: ['0.994434', '1.004979']  time :  86.32703495025635
Epoch :  311  Rel. Train L2 Loss :  0.013452209308743477  Rel. Test L2 Loss :  0.06335914659500122  L adjust: ['0.994411', '1.004902']  time :  86.40994024276733
Epoch :  312  Rel. Train L2 Loss :  0.013632609784603119  Rel. Test L2 Loss :  0.06400792741775513  L adjust: ['0.994375', '1.005007']  time :  86.84935855865479
Epoch :  313  Rel. Train L2 Loss :  0.013310209408402444  Rel. Test L2 Loss :  0.06376655268669128  L adjust: ['0.994582', '1.004896']  time :  86.32276177406311
Epoch :  314  Rel. Train L2 Loss :  0.013570574045181274  Rel. Test L2 Loss :  0.06383650159835816  L adjust: ['0.994349', '1.004866']  time :  86.64853024482727
Epoch :  315  Rel. Train L2 Loss :  0.013371194466948509  Rel. Test L2 Loss :  0.06380585122108459  L adjust: ['0.994442', '1.004796']  time :  87.25770688056946
Epoch :  316  Rel. Train L2 Loss :  0.013143537119030952  Rel. Test L2 Loss :  0.06379336309432983  L adjust: ['0.994453', '1.004812']  time :  86.41317534446716
Epoch :  317  Rel. Train L2 Loss :  0.012957329839468002  Rel. Test L2 Loss :  0.06385918021202087  L adjust: ['0.994474', '1.004992']  time :  87.11871480941772
Epoch :  318  Rel. Train L2 Loss :  0.013017576798796653  Rel. Test L2 Loss :  0.06406333780288696  L adjust: ['0.994490', '1.004930']  time :  86.32157039642334
Epoch :  319  Rel. Train L2 Loss :  0.012930418565869331  Rel. Test L2 Loss :  0.06403050827980042  L adjust: ['0.994352', '1.004780']  time :  86.6208074092865
Epoch :  320  Rel. Train L2 Loss :  0.01328343816101551  Rel. Test L2 Loss :  0.06371342062950135  L adjust: ['0.994341', '1.005040']  time :  86.50254011154175
Epoch :  321  Rel. Train L2 Loss :  0.013204253882169724  Rel. Test L2 Loss :  0.06460286951065064  L adjust: ['0.994422', '1.004967']  time :  86.35486078262329
Epoch :  322  Rel. Train L2 Loss :  0.012875508517026901  Rel. Test L2 Loss :  0.06434009218215943  L adjust: ['0.994508', '1.004901']  time :  86.62889266014099
Epoch :  323  Rel. Train L2 Loss :  0.012616089522838592  Rel. Test L2 Loss :  0.06320923089981079  L adjust: ['0.994315', '1.004843']  time :  86.49704241752625
Epoch :  324  Rel. Train L2 Loss :  0.012231809139251709  Rel. Test L2 Loss :  0.06379205751419068  L adjust: ['0.994405', '1.004974']  time :  86.4327962398529
Epoch :  325  Rel. Train L2 Loss :  0.012412308484315872  Rel. Test L2 Loss :  0.06373667931556702  L adjust: ['0.994438', '1.004927']  time :  86.78693151473999
Epoch :  326  Rel. Train L2 Loss :  0.012339542478322982  Rel. Test L2 Loss :  0.06408233404159545  L adjust: ['0.994467', '1.004863']  time :  86.41015005111694
Epoch :  327  Rel. Train L2 Loss :  0.01263929633796215  Rel. Test L2 Loss :  0.0638830852508545  L adjust: ['0.994369', '1.004959']  time :  86.55973553657532
Epoch :  328  Rel. Train L2 Loss :  0.012207114174962043  Rel. Test L2 Loss :  0.06401646876335144  L adjust: ['0.994515', '1.004986']  time :  86.73284316062927
Epoch :  329  Rel. Train L2 Loss :  0.01246392421424389  Rel. Test L2 Loss :  0.06419871068000793  L adjust: ['0.994492', '1.004979']  time :  86.3625340461731
Epoch :  330  Rel. Train L2 Loss :  0.012118258342146873  Rel. Test L2 Loss :  0.06442065191268921  L adjust: ['0.994421', '1.004949']  time :  86.63442754745483
