equalweight; learn L
Casting to tensor
torch.Size([1000, 35986, 2])
torch.Size([1000, 35986])
Epoch :  165  Rel. Train L2 Loss :  0.023681697994470598  Rel. Test L2 Loss :  0.0556407128572464  L adjust: ['1.004274', '1.000196']  time :  97.27071166038513
Epoch :  166  Rel. Train L2 Loss :  0.022770197957754135  Rel. Test L2 Loss :  0.0551757276058197  L adjust: ['1.004049', '1.000410']  time :  97.43109560012817
Epoch :  167  Rel. Train L2 Loss :  0.021628246068954467  Rel. Test L2 Loss :  0.05543258821964264  L adjust: ['1.004151', '1.000206']  time :  97.31260538101196
Epoch :  168  Rel. Train L2 Loss :  0.022673304408788682  Rel. Test L2 Loss :  0.058038861393928526  L adjust: ['1.004294', '1.000275']  time :  97.24470973014832
Epoch :  169  Rel. Train L2 Loss :  0.02326889345049858  Rel. Test L2 Loss :  0.05548582136631012  L adjust: ['1.004202', '1.000260']  time :  97.23826813697815
Epoch :  170  Rel. Train L2 Loss :  0.022853159666061402  Rel. Test L2 Loss :  0.0572969263792038  L adjust: ['1.004263', '1.000406']  time :  97.50391507148743
Epoch :  171  Rel. Train L2 Loss :  0.023953623861074448  Rel. Test L2 Loss :  0.055378418922424316  L adjust: ['1.004199', '1.000295']  time :  97.33641505241394
Epoch :  172  Rel. Train L2 Loss :  0.02472328919172287  Rel. Test L2 Loss :  0.05633376967906952  L adjust: ['1.004366', '1.000431']  time :  97.16783547401428
Epoch :  173  Rel. Train L2 Loss :  0.0240805361866951  Rel. Test L2 Loss :  0.05546870613098145  L adjust: ['1.004228', '1.000200']  time :  97.46985721588135
Epoch :  174  Rel. Train L2 Loss :  0.022688625931739807  Rel. Test L2 Loss :  0.05597910594940186  L adjust: ['1.004063', '1.000028']  time :  97.46329140663147
Epoch :  175  Rel. Train L2 Loss :  0.02288749176263809  Rel. Test L2 Loss :  0.05608015441894531  L adjust: ['1.004123', '1.000160']  time :  97.04755473136902
Epoch :  176  Rel. Train L2 Loss :  0.02275346490740776  Rel. Test L2 Loss :  0.05534601986408234  L adjust: ['1.004209', '1.000136']  time :  97.28930974006653
Epoch :  177  Rel. Train L2 Loss :  0.022049865931272505  Rel. Test L2 Loss :  0.056380534291267395  L adjust: ['1.004411', '1.000232']  time :  97.33066010475159
Epoch :  178  Rel. Train L2 Loss :  0.021717750757932662  Rel. Test L2 Loss :  0.055880845189094544  L adjust: ['1.004150', '1.000226']  time :  97.14950180053711
Epoch :  179  Rel. Train L2 Loss :  0.02172361382842064  Rel. Test L2 Loss :  0.05592595326900482  L adjust: ['1.004321', '1.000323']  time :  97.14838075637817
Epoch :  180  Rel. Train L2 Loss :  0.0216513366997242  Rel. Test L2 Loss :  0.05572882986068726  L adjust: ['1.004231', '1.000226']  time :  97.33585786819458
Epoch :  181  Rel. Train L2 Loss :  0.02114409339427948  Rel. Test L2 Loss :  0.05502774369716644  L adjust: ['1.004252', '1.000245']  time :  97.39462399482727
Epoch :  182  Rel. Train L2 Loss :  0.02112181183695793  Rel. Test L2 Loss :  0.05597780954837799  L adjust: ['1.004284', '1.000255']  time :  96.81703329086304
Epoch :  183  Rel. Train L2 Loss :  0.022021325290203096  Rel. Test L2 Loss :  0.05638559103012085  L adjust: ['1.004136', '1.000143']  time :  97.17207479476929
Epoch :  184  Rel. Train L2 Loss :  0.02195521929860115  Rel. Test L2 Loss :  0.05601295447349548  L adjust: ['1.004082', '1.000272']  time :  97.26242160797119
Epoch :  185  Rel. Train L2 Loss :  0.020555347979068755  Rel. Test L2 Loss :  0.0546526050567627  L adjust: ['1.004003', '1.000164']  time :  97.06211066246033
Epoch :  186  Rel. Train L2 Loss :  0.02225931978225708  Rel. Test L2 Loss :  0.0553157457113266  L adjust: ['1.004114', '1.000298']  time :  97.16496133804321
Epoch :  187  Rel. Train L2 Loss :  0.021480449020862578  Rel. Test L2 Loss :  0.055714659690856934  L adjust: ['1.004228', '1.000358']  time :  97.39297294616699
Epoch :  188  Rel. Train L2 Loss :  0.020669539362192155  Rel. Test L2 Loss :  0.05591135585308075  L adjust: ['1.004214', '1.000116']  time :  97.27895450592041
Epoch :  189  Rel. Train L2 Loss :  0.02189558658003807  Rel. Test L2 Loss :  0.05518265962600708  L adjust: ['1.004173', '1.000262']  time :  96.89476585388184
Epoch :  190  Rel. Train L2 Loss :  0.021148617953062058  Rel. Test L2 Loss :  0.055275594234466555  L adjust: ['1.004196', '1.000421']  time :  97.32407855987549
Epoch :  191  Rel. Train L2 Loss :  0.020752894222736358  Rel. Test L2 Loss :  0.056400310039520264  L adjust: ['1.004208', '1.000214']  time :  97.35349678993225
Epoch :  192  Rel. Train L2 Loss :  0.020793663263320925  Rel. Test L2 Loss :  0.05543496549129486  L adjust: ['1.004128', '1.000242']  time :  97.01210117340088
Epoch :  193  Rel. Train L2 Loss :  0.019486896216869356  Rel. Test L2 Loss :  0.05507549548149109  L adjust: ['1.004146', '1.000265']  time :  97.17240715026855
Epoch :  194  Rel. Train L2 Loss :  0.019521615386009217  Rel. Test L2 Loss :  0.05439674425125122  L adjust: ['1.004175', '1.000262']  time :  97.42090463638306
Epoch :  195  Rel. Train L2 Loss :  0.020034069627523424  Rel. Test L2 Loss :  0.05455326735973358  L adjust: ['1.004200', '1.000246']  time :  97.09967923164368
Epoch :  196  Rel. Train L2 Loss :  0.0196160589158535  Rel. Test L2 Loss :  0.055395219683647155  L adjust: ['1.004183', '1.000172']  time :  97.05488586425781
Epoch :  197  Rel. Train L2 Loss :  0.021198388874530794  Rel. Test L2 Loss :  0.055238078474998474  L adjust: ['1.004072', '1.000233']  time :  99.23462581634521
Epoch :  198  Rel. Train L2 Loss :  0.01975076562166214  Rel. Test L2 Loss :  0.05516379547119141  L adjust: ['1.004293', '1.000209']  time :  97.20975828170776
Epoch :  199  Rel. Train L2 Loss :  0.019607321470975877  Rel. Test L2 Loss :  0.056295937061309816  L adjust: ['1.004133', '1.000025']  time :  96.8819363117218
Epoch :  200  Rel. Train L2 Loss :  0.02015119081735611  Rel. Test L2 Loss :  0.05473046553134918  L adjust: ['1.004154', '1.000283']  time :  97.20596623420715
Epoch :  201  Rel. Train L2 Loss :  0.020438825070858  Rel. Test L2 Loss :  0.05531088423728943  L adjust: ['1.004199', '1.000170']  time :  97.31738328933716
Epoch :  202  Rel. Train L2 Loss :  0.02078680568933487  Rel. Test L2 Loss :  0.05575533974170685  L adjust: ['1.003914', '1.000312']  time :  96.91424512863159
Epoch :  203  Rel. Train L2 Loss :  0.020937777310609817  Rel. Test L2 Loss :  0.05482587325572968  L adjust: ['1.004198', '1.000324']  time :  97.32255125045776
Epoch :  204  Rel. Train L2 Loss :  0.01957023921608925  Rel. Test L2 Loss :  0.05451979029178619  L adjust: ['1.004313', '1.000378']  time :  97.51641607284546
Epoch :  205  Rel. Train L2 Loss :  0.020496586829423905  Rel. Test L2 Loss :  0.05550697839260101  L adjust: ['1.004251', '1.000230']  time :  97.17969632148743
Epoch :  206  Rel. Train L2 Loss :  0.01976988297700882  Rel. Test L2 Loss :  0.05471599507331848  L adjust: ['1.004207', '1.000242']  time :  96.95953583717346
Epoch :  207  Rel. Train L2 Loss :  0.0191174638569355  Rel. Test L2 Loss :  0.05456417822837829  L adjust: ['1.004221', '1.000433']  time :  97.27302885055542
Epoch :  208  Rel. Train L2 Loss :  0.019354806393384934  Rel. Test L2 Loss :  0.055525331258773805  L adjust: ['1.004120', '1.000184']  time :  97.32218194007874
Epoch :  209  Rel. Train L2 Loss :  0.020059169828891756  Rel. Test L2 Loss :  0.05478098738193512  L adjust: ['1.004185', '1.000287']  time :  97.13114881515503
Epoch :  210  Rel. Train L2 Loss :  0.019229324549436568  Rel. Test L2 Loss :  0.05577660608291626  L adjust: ['1.004285', '1.000280']  time :  97.30751132965088
Epoch :  211  Rel. Train L2 Loss :  0.01914027354121208  Rel. Test L2 Loss :  0.054723647475242616  L adjust: ['1.004148', '1.000221']  time :  97.4106068611145
Epoch :  212  Rel. Train L2 Loss :  0.018468272298574447  Rel. Test L2 Loss :  0.05445598423480988  L adjust: ['1.004308', '1.000145']  time :  97.1030695438385
Epoch :  213  Rel. Train L2 Loss :  0.018527367413043977  Rel. Test L2 Loss :  0.055278491139411925  L adjust: ['1.004161', '1.000337']  time :  97.1118803024292
Epoch :  214  Rel. Train L2 Loss :  0.01993285921216011  Rel. Test L2 Loss :  0.05509282767772675  L adjust: ['1.004203', '1.000198']  time :  97.48874354362488
Epoch :  215  Rel. Train L2 Loss :  0.018828827381134033  Rel. Test L2 Loss :  0.05474272167682648  L adjust: ['1.004277', '1.000305']  time :  97.48446679115295
Epoch :  216  Rel. Train L2 Loss :  0.01839917778968811  Rel. Test L2 Loss :  0.05481441354751587  L adjust: ['1.004160', '1.000382']  time :  97.26097893714905
Epoch :  217  Rel. Train L2 Loss :  0.01844796735048294  Rel. Test L2 Loss :  0.054674171924591064  L adjust: ['1.004181', '1.000327']  time :  97.24926137924194
Epoch :  218  Rel. Train L2 Loss :  0.018558092802762986  Rel. Test L2 Loss :  0.05490404641628265  L adjust: ['1.004090', '1.000178']  time :  97.29320073127747
Epoch :  219  Rel. Train L2 Loss :  0.018433996975421904  Rel. Test L2 Loss :  0.05516122972965241  L adjust: ['1.004247', '1.000232']  time :  97.22844386100769
Epoch :  220  Rel. Train L2 Loss :  0.018375459760427475  Rel. Test L2 Loss :  0.05474307823181152  L adjust: ['1.004074', '1.000172']  time :  96.96527695655823
Epoch :  221  Rel. Train L2 Loss :  0.017972890257835387  Rel. Test L2 Loss :  0.054517920017242434  L adjust: ['1.004294', '1.000156']  time :  97.4298267364502
Epoch :  222  Rel. Train L2 Loss :  0.018325786471366883  Rel. Test L2 Loss :  0.0545304456949234  L adjust: ['1.004165', '1.000307']  time :  97.44992256164551
Epoch :  223  Rel. Train L2 Loss :  0.017754015743732452  Rel. Test L2 Loss :  0.05474220538139343  L adjust: ['1.004134', '1.000153']  time :  97.16750979423523
Epoch :  224  Rel. Train L2 Loss :  0.017156123399734498  Rel. Test L2 Loss :  0.05483906137943268  L adjust: ['1.004224', '1.000105']  time :  97.31546306610107
Epoch :  225  Rel. Train L2 Loss :  0.018010219365358352  Rel. Test L2 Loss :  0.054865378975868226  L adjust: ['1.004157', '1.000277']  time :  97.23640990257263
Epoch :  226  Rel. Train L2 Loss :  0.017947246730327607  Rel. Test L2 Loss :  0.05485856819152832  L adjust: ['1.004230', '1.000260']  time :  97.3641049861908
Epoch :  227  Rel. Train L2 Loss :  0.018048718214035035  Rel. Test L2 Loss :  0.05507580041885376  L adjust: ['1.004336', '1.000210']  time :  96.86956572532654
Epoch :  228  Rel. Train L2 Loss :  0.017967232644557952  Rel. Test L2 Loss :  0.05474598026275635  L adjust: ['1.004339', '1.000368']  time :  97.24639415740967
Epoch :  229  Rel. Train L2 Loss :  0.017508075207471847  Rel. Test L2 Loss :  0.05504251027107239  L adjust: ['1.004109', '1.000177']  time :  97.36201190948486
Epoch :  230  Rel. Train L2 Loss :  0.018299018502235413  Rel. Test L2 Loss :  0.054768235564231875  L adjust: ['1.004240', '1.000116']  time :  97.1609377861023
Epoch :  231  Rel. Train L2 Loss :  0.017599591940641403  Rel. Test L2 Loss :  0.05447807109355927  L adjust: ['1.004229', '1.000267']  time :  97.21995401382446
Epoch :  232  Rel. Train L2 Loss :  0.016843943685293197  Rel. Test L2 Loss :  0.054364241123199465  L adjust: ['1.004096', '1.000316']  time :  97.3953447341919
Epoch :  233  Rel. Train L2 Loss :  0.01801126489043236  Rel. Test L2 Loss :  0.05471412205696106  L adjust: ['1.004038', '1.000136']  time :  97.30781817436218
Epoch :  234  Rel. Train L2 Loss :  0.01813813892006874  Rel. Test L2 Loss :  0.054627835750579834  L adjust: ['1.004125', '1.000288']  time :  97.14466428756714
Epoch :  235  Rel. Train L2 Loss :  0.017385366708040237  Rel. Test L2 Loss :  0.054248913884162905  L adjust: ['1.004151', '1.000251']  time :  97.33329033851624
Epoch :  236  Rel. Train L2 Loss :  0.017582222521305084  Rel. Test L2 Loss :  0.05454065942764282  L adjust: ['1.004358', '1.000314']  time :  97.31495714187622
Epoch :  237  Rel. Train L2 Loss :  0.018178282737731935  Rel. Test L2 Loss :  0.05481913185119629  L adjust: ['1.004192', '1.000283']  time :  98.36463928222656
Epoch :  238  Rel. Train L2 Loss :  0.017394870907068254  Rel. Test L2 Loss :  0.054426822900772096  L adjust: ['1.004068', '1.000215']  time :  97.09055638313293
Epoch :  239  Rel. Train L2 Loss :  0.016867903560400008  Rel. Test L2 Loss :  0.05443212282657623  L adjust: ['1.004120', '1.000270']  time :  97.3583300113678
Epoch :  240  Rel. Train L2 Loss :  0.017004098117351533  Rel. Test L2 Loss :  0.054648740410804746  L adjust: ['1.004122', '1.000247']  time :  97.37897038459778
Epoch :  241  Rel. Train L2 Loss :  0.016409434616565705  Rel. Test L2 Loss :  0.05503765058517456  L adjust: ['1.004156', '1.000231']  time :  97.11771988868713
Epoch :  242  Rel. Train L2 Loss :  0.01645164242386818  Rel. Test L2 Loss :  0.054168583154678346  L adjust: ['1.004248', '1.000287']  time :  97.34154558181763
Epoch :  243  Rel. Train L2 Loss :  0.01599342030286789  Rel. Test L2 Loss :  0.05460119163990021  L adjust: ['1.004205', '1.000292']  time :  97.4847686290741
Epoch :  244  Rel. Train L2 Loss :  0.01591673466563225  Rel. Test L2 Loss :  0.054986998438835144  L adjust: ['1.004207', '1.000163']  time :  97.2300956249237
Epoch :  245  Rel. Train L2 Loss :  0.01587121891975403  Rel. Test L2 Loss :  0.05420795464515686  L adjust: ['1.004192', '1.000261']  time :  97.11658310890198
Epoch :  246  Rel. Train L2 Loss :  0.01587231954932213  Rel. Test L2 Loss :  0.05398328924179077  L adjust: ['1.004174', '1.000238']  time :  97.4466061592102
Epoch :  247  Rel. Train L2 Loss :  0.015472529649734498  Rel. Test L2 Loss :  0.054760876536369324  L adjust: ['1.004151', '1.000202']  time :  97.06936812400818
Epoch :  248  Rel. Train L2 Loss :  0.016239512503147126  Rel. Test L2 Loss :  0.05535881006717682  L adjust: ['1.004128', '1.000190']  time :  97.18317604064941
Epoch :  249  Rel. Train L2 Loss :  0.016507211446762086  Rel. Test L2 Loss :  0.0546058474779129  L adjust: ['1.004210', '1.000154']  time :  97.39978837966919
Epoch :  250  Rel. Train L2 Loss :  0.016336111903190613  Rel. Test L2 Loss :  0.0545934191942215  L adjust: ['1.004149', '1.000270']  time :  97.31279182434082
Epoch :  251  Rel. Train L2 Loss :  0.015549183875322342  Rel. Test L2 Loss :  0.054583866238594056  L adjust: ['1.004197', '1.000207']  time :  97.29921960830688
Epoch :  252  Rel. Train L2 Loss :  0.01582772547006607  Rel. Test L2 Loss :  0.05422995984554291  L adjust: ['1.004192', '1.000249']  time :  97.35059380531311
Epoch :  253  Rel. Train L2 Loss :  0.015685660779476165  Rel. Test L2 Loss :  0.054608338117599485  L adjust: ['1.004128', '1.000259']  time :  97.39257907867432
Epoch :  254  Rel. Train L2 Loss :  0.015270846635103226  Rel. Test L2 Loss :  0.05410061943531037  L adjust: ['1.004226', '1.000138']  time :  97.13763070106506
Epoch :  255  Rel. Train L2 Loss :  0.01553909096121788  Rel. Test L2 Loss :  0.05454574239253998  L adjust: ['1.004205', '1.000298']  time :  97.25330972671509
Epoch :  256  Rel. Train L2 Loss :  0.015359772831201553  Rel. Test L2 Loss :  0.0540009423494339  L adjust: ['1.004189', '1.000307']  time :  97.23705458641052
Epoch :  257  Rel. Train L2 Loss :  0.016194324046373366  Rel. Test L2 Loss :  0.054647155165672305  L adjust: ['1.004197', '1.000162']  time :  97.03040099143982
Epoch :  258  Rel. Train L2 Loss :  0.01580541843175888  Rel. Test L2 Loss :  0.05478205907344818  L adjust: ['1.004221', '1.000227']  time :  97.14613008499146
Epoch :  259  Rel. Train L2 Loss :  0.015175478190183639  Rel. Test L2 Loss :  0.053864638566970824  L adjust: ['1.004165', '1.000133']  time :  97.28523540496826
Epoch :  260  Rel. Train L2 Loss :  0.014900029003620148  Rel. Test L2 Loss :  0.05451487934589386  L adjust: ['1.004212', '1.000180']  time :  97.24600219726562
Epoch :  261  Rel. Train L2 Loss :  0.0147777119576931  Rel. Test L2 Loss :  0.05370561909675598  L adjust: ['1.004140', '1.000202']  time :  97.18679141998291
Epoch :  262  Rel. Train L2 Loss :  0.014511044442653656  Rel. Test L2 Loss :  0.05404706358909607  L adjust: ['1.004278', '1.000268']  time :  97.11079740524292
Epoch :  263  Rel. Train L2 Loss :  0.014880923837423324  Rel. Test L2 Loss :  0.05395831191539764  L adjust: ['1.004103', '1.000278']  time :  97.24213910102844
Epoch :  264  Rel. Train L2 Loss :  0.01480089083313942  Rel. Test L2 Loss :  0.05412841403484345  L adjust: ['1.004146', '1.000262']  time :  96.96853184700012
Epoch :  265  Rel. Train L2 Loss :  0.014544056922197342  Rel. Test L2 Loss :  0.05451238584518433  L adjust: ['1.004262', '1.000242']  time :  97.05762887001038
Epoch :  266  Rel. Train L2 Loss :  0.014887008517980575  Rel. Test L2 Loss :  0.05396511197090149  L adjust: ['1.004232', '1.000300']  time :  97.29454350471497
Epoch :  267  Rel. Train L2 Loss :  0.014794075340032577  Rel. Test L2 Loss :  0.05410549437999725  L adjust: ['1.004140', '1.000090']  time :  96.84365701675415
Epoch :  268  Rel. Train L2 Loss :  0.014550322681665421  Rel. Test L2 Loss :  0.05421751916408539  L adjust: ['1.004224', '1.000230']  time :  97.20712280273438
Epoch :  269  Rel. Train L2 Loss :  0.014179800108075142  Rel. Test L2 Loss :  0.05378688371181488  L adjust: ['1.004167', '1.000301']  time :  97.27817583084106
Epoch :  270  Rel. Train L2 Loss :  0.013788589149713516  Rel. Test L2 Loss :  0.05445325815677643  L adjust: ['1.004158', '1.000256']  time :  97.27029824256897
Epoch :  271  Rel. Train L2 Loss :  0.013706320255994798  Rel. Test L2 Loss :  0.05397940421104431  L adjust: ['1.004217', '1.000203']  time :  97.43084287643433
Epoch :  272  Rel. Train L2 Loss :  0.01399976335465908  Rel. Test L2 Loss :  0.05401124966144562  L adjust: ['1.004236', '1.000227']  time :  97.4765796661377
Epoch :  273  Rel. Train L2 Loss :  0.014068532049655915  Rel. Test L2 Loss :  0.05389383852481842  L adjust: ['1.004184', '1.000345']  time :  97.38543844223022
Epoch :  274  Rel. Train L2 Loss :  0.01490988004207611  Rel. Test L2 Loss :  0.05431015419960022  L adjust: ['1.004210', '1.000269']  time :  97.21866512298584
Epoch :  275  Rel. Train L2 Loss :  0.013981758296489715  Rel. Test L2 Loss :  0.05393620264530182  L adjust: ['1.004276', '1.000234']  time :  97.32710313796997
Epoch :  276  Rel. Train L2 Loss :  0.013492040500044824  Rel. Test L2 Loss :  0.054001953005790714  L adjust: ['1.004190', '1.000231']  time :  97.26464128494263
Epoch :  277  Rel. Train L2 Loss :  0.013652108058333397  Rel. Test L2 Loss :  0.05417472887039185  L adjust: ['1.004181', '1.000296']  time :  99.81607151031494
Epoch :  278  Rel. Train L2 Loss :  0.013743776261806489  Rel. Test L2 Loss :  0.05357340002059936  L adjust: ['1.004276', '1.000297']  time :  97.64972972869873
Epoch :  279  Rel. Train L2 Loss :  0.013654865235090255  Rel. Test L2 Loss :  0.05364049208164215  L adjust: ['1.004207', '1.000249']  time :  97.19640851020813
Epoch :  280  Rel. Train L2 Loss :  0.014610380202531815  Rel. Test L2 Loss :  0.05378934681415558  L adjust: ['1.004205', '1.000261']  time :  97.40984416007996
Epoch :  281  Rel. Train L2 Loss :  0.013953859359025956  Rel. Test L2 Loss :  0.05412049198150635  L adjust: ['1.004222', '1.000210']  time :  97.48134183883667
Epoch :  282  Rel. Train L2 Loss :  0.013888992741703987  Rel. Test L2 Loss :  0.05418779981136322  L adjust: ['1.004166', '1.000133']  time :  97.17535638809204
Epoch :  283  Rel. Train L2 Loss :  0.013630220010876656  Rel. Test L2 Loss :  0.05398600947856903  L adjust: ['1.004208', '1.000201']  time :  97.3851568698883
Epoch :  284  Rel. Train L2 Loss :  0.013747872352600098  Rel. Test L2 Loss :  0.053722349405288694  L adjust: ['1.004170', '1.000323']  time :  97.47474479675293
Epoch :  285  Rel. Train L2 Loss :  0.013616031512618065  Rel. Test L2 Loss :  0.05370626318454742  L adjust: ['1.004176', '1.000337']  time :  97.29629755020142
Epoch :  286  Rel. Train L2 Loss :  0.013513846606016159  Rel. Test L2 Loss :  0.05404710733890533  L adjust: ['1.004224', '1.000275']  time :  97.53441047668457
Epoch :  287  Rel. Train L2 Loss :  0.013301368370652199  Rel. Test L2 Loss :  0.05395524680614471  L adjust: ['1.004189', '1.000204']  time :  97.5273129940033
Epoch :  288  Rel. Train L2 Loss :  0.013147651344537735  Rel. Test L2 Loss :  0.05356692361831665  L adjust: ['1.004291', '1.000247']  time :  97.5839433670044
Epoch :  289  Rel. Train L2 Loss :  0.013051276564598084  Rel. Test L2 Loss :  0.05366349744796753  L adjust: ['1.004250', '1.000236']  time :  97.43277502059937
Epoch :  290  Rel. Train L2 Loss :  0.012840667828917504  Rel. Test L2 Loss :  0.05362058866024017  L adjust: ['1.004192', '1.000186']  time :  97.58134913444519
Epoch :  291  Rel. Train L2 Loss :  0.012696747988462449  Rel. Test L2 Loss :  0.05369127917289734  L adjust: ['1.004248', '1.000226']  time :  97.38481783866882
Epoch :  292  Rel. Train L2 Loss :  0.012519103527069092  Rel. Test L2 Loss :  0.053116164207458495  L adjust: ['1.004203', '1.000247']  time :  97.39616465568542
Epoch :  293  Rel. Train L2 Loss :  0.01230948379635811  Rel. Test L2 Loss :  0.05394281685352326  L adjust: ['1.004209', '1.000347']  time :  97.62398076057434
Epoch :  294  Rel. Train L2 Loss :  0.012533928364515305  Rel. Test L2 Loss :  0.053463399171829226  L adjust: ['1.004206', '1.000254']  time :  97.38347673416138
Epoch :  295  Rel. Train L2 Loss :  0.012373031035065651  Rel. Test L2 Loss :  0.05347369480133057  L adjust: ['1.004213', '1.000268']  time :  97.37354898452759
Epoch :  296  Rel. Train L2 Loss :  0.012059774562716483  Rel. Test L2 Loss :  0.053691106915473935  L adjust: ['1.004156', '1.000229']  time :  97.49303078651428
Epoch :  297  Rel. Train L2 Loss :  0.012321389615535736  Rel. Test L2 Loss :  0.053605896830558775  L adjust: ['1.004223', '1.000247']  time :  97.25065517425537
Epoch :  298  Rel. Train L2 Loss :  0.011966053739190102  Rel. Test L2 Loss :  0.053956447958946226  L adjust: ['1.004192', '1.000245']  time :  97.36421847343445
Epoch :  299  Rel. Train L2 Loss :  0.012258759260177613  Rel. Test L2 Loss :  0.05340136396884918  L adjust: ['1.004163', '1.000247']  time :  97.39926314353943
Epoch :  300  Rel. Train L2 Loss :  0.011946423068642617  Rel. Test L2 Loss :  0.05371707844734192  L adjust: ['1.004265', '1.000202']  time :  97.39836168289185
Epoch :  301  Rel. Train L2 Loss :  0.012312571227550506  Rel. Test L2 Loss :  0.05382280862331391  L adjust: ['1.004138', '1.000145']  time :  97.53512215614319
Epoch :  302  Rel. Train L2 Loss :  0.01240353673696518  Rel. Test L2 Loss :  0.05375100243091583  L adjust: ['1.004190', '1.000212']  time :  97.16988682746887
Epoch :  303  Rel. Train L2 Loss :  0.011905610278248787  Rel. Test L2 Loss :  0.053376278519630435  L adjust: ['1.004207', '1.000246']  time :  97.2464690208435
Epoch :  304  Rel. Train L2 Loss :  0.011514042884111404  Rel. Test L2 Loss :  0.0536135812997818  L adjust: ['1.004231', '1.000263']  time :  97.44056391716003
Epoch :  305  Rel. Train L2 Loss :  0.011705919668078423  Rel. Test L2 Loss :  0.053485690593719486  L adjust: ['1.004213', '1.000242']  time :  97.26148343086243
Epoch :  306  Rel. Train L2 Loss :  0.01190049123764038  Rel. Test L2 Loss :  0.05379717695713043  L adjust: ['1.004223', '1.000202']  time :  97.17734718322754
Epoch :  307  Rel. Train L2 Loss :  0.011702226251363754  Rel. Test L2 Loss :  0.05332036674022675  L adjust: ['1.004205', '1.000255']  time :  97.45393657684326
Epoch :  308  Rel. Train L2 Loss :  0.01181566946208477  Rel. Test L2 Loss :  0.05378888475894928  L adjust: ['1.004253', '1.000250']  time :  97.2902672290802
Epoch :  309  Rel. Train L2 Loss :  0.011616381019353866  Rel. Test L2 Loss :  0.05342215216159821  L adjust: ['1.004178', '1.000266']  time :  97.19319486618042
Epoch :  310  Rel. Train L2 Loss :  0.011218113720417023  Rel. Test L2 Loss :  0.05337943863868713  L adjust: ['1.004244', '1.000244']  time :  97.43775463104248
Epoch :  311  Rel. Train L2 Loss :  0.011708127439022064  Rel. Test L2 Loss :  0.053581521868705746  L adjust: ['1.004167', '1.000201']  time :  97.39680504798889
Epoch :  312  Rel. Train L2 Loss :  0.011345257848501206  Rel. Test L2 Loss :  0.05341601002216339  L adjust: ['1.004182', '1.000302']  time :  97.2888114452362
Epoch :  313  Rel. Train L2 Loss :  0.011397123768925667  Rel. Test L2 Loss :  0.05357794010639191  L adjust: ['1.004199', '1.000201']  time :  97.3976800441742
Epoch :  314  Rel. Train L2 Loss :  0.011184942796826363  Rel. Test L2 Loss :  0.053153018712997435  L adjust: ['1.004240', '1.000301']  time :  97.43044185638428
Epoch :  315  Rel. Train L2 Loss :  0.011039294674992562  Rel. Test L2 Loss :  0.05358892405033112  L adjust: ['1.004184', '1.000263']  time :  97.265451669693
Epoch :  316  Rel. Train L2 Loss :  0.01080547259747982  Rel. Test L2 Loss :  0.053094889879226684  L adjust: ['1.004217', '1.000258']  time :  97.46130180358887
Epoch :  317  Rel. Train L2 Loss :  0.010798808023333549  Rel. Test L2 Loss :  0.053162680029869076  L adjust: ['1.004217', '1.000241']  time :  98.4892086982727
Epoch :  318  Rel. Train L2 Loss :  0.010737287610769272  Rel. Test L2 Loss :  0.05358893024921417  L adjust: ['1.004184', '1.000190']  time :  97.85419654846191
Epoch :  319  Rel. Train L2 Loss :  0.010986451268196105  Rel. Test L2 Loss :  0.05353213953971863  L adjust: ['1.004198', '1.000259']  time :  97.38589668273926
Epoch :  320  Rel. Train L2 Loss :  0.010795569881796837  Rel. Test L2 Loss :  0.05357548010349274  L adjust: ['1.004184', '1.000266']  time :  97.34538197517395
Epoch :  321  Rel. Train L2 Loss :  0.011009189710021018  Rel. Test L2 Loss :  0.05346264386177063  L adjust: ['1.004159', '1.000256']  time :  97.20528101921082
Epoch :  322  Rel. Train L2 Loss :  0.010582036703824998  Rel. Test L2 Loss :  0.05344232785701752  L adjust: ['1.004168', '1.000242']  time :  97.42277240753174
Epoch :  323  Rel. Train L2 Loss :  0.010952632740139962  Rel. Test L2 Loss :  0.05327925205230713  L adjust: ['1.004202', '1.000204']  time :  97.33666729927063
Epoch :  324  Rel. Train L2 Loss :  0.010526991710066795  Rel. Test L2 Loss :  0.053273134112358095  L adjust: ['1.004255', '1.000232']  time :  97.15669822692871
Epoch :  325  Rel. Train L2 Loss :  0.01043172174692154  Rel. Test L2 Loss :  0.0534753280878067  L adjust: ['1.004205', '1.000204']  time :  97.43350434303284
Epoch :  326  Rel. Train L2 Loss :  0.010417386084794998  Rel. Test L2 Loss :  0.05361984121799469  L adjust: ['1.004196', '1.000229']  time :  97.40190315246582
Epoch :  327  Rel. Train L2 Loss :  0.01038368110358715  Rel. Test L2 Loss :  0.05323044872283936  L adjust: ['1.004167', '1.000229']  time :  97.17152452468872
Epoch :  328  Rel. Train L2 Loss :  0.010380265846848489  Rel. Test L2 Loss :  0.05321490490436554  L adjust: ['1.004211', '1.000280']  time :  97.31207227706909
Epoch :  329  Rel. Train L2 Loss :  0.010155907526612282  Rel. Test L2 Loss :  0.053333930253982545  L adjust: ['1.004236', '1.000274']  time :  97.42891764640808
Epoch :  330  Rel. Train L2 Loss :  0.01006542044878006  Rel. Test L2 Loss :  0.053136203289031986  L adjust: ['1.004186', '1.000252']  time :  97.31110286712646
