equalweight; learn L
Casting to tensor
torch.Size([1000, 35986, 2])
torch.Size([1000, 35986])
Epoch :  165  Rel. Train L2 Loss :  0.02079515489935875  Rel. Test L2 Loss :  0.06610008692741394  L adjust: ['0.999436', '0.999859']  time :  98.24408555030823
Epoch :  166  Rel. Train L2 Loss :  0.020703125953674316  Rel. Test L2 Loss :  0.06644134044647217  L adjust: ['0.999410', '1.000013']  time :  97.83946347236633
Epoch :  167  Rel. Train L2 Loss :  0.0204030402302742  Rel. Test L2 Loss :  0.06676300024986268  L adjust: ['0.999150', '0.999511']  time :  98.02313113212585
Epoch :  168  Rel. Train L2 Loss :  0.022083036959171295  Rel. Test L2 Loss :  0.06595498442649841  L adjust: ['0.999704', '0.999634']  time :  98.1943473815918
Epoch :  169  Rel. Train L2 Loss :  0.02142631110548973  Rel. Test L2 Loss :  0.06538147711753846  L adjust: ['0.999151', '0.999541']  time :  98.21428966522217
Epoch :  170  Rel. Train L2 Loss :  0.02119121351838112  Rel. Test L2 Loss :  0.06662563061714172  L adjust: ['0.999418', '1.000138']  time :  97.72042679786682
Epoch :  171  Rel. Train L2 Loss :  0.020269194662570954  Rel. Test L2 Loss :  0.06756965208053589  L adjust: ['0.999722', '0.999579']  time :  98.02720999717712
Epoch :  172  Rel. Train L2 Loss :  0.02100262388586998  Rel. Test L2 Loss :  0.06524525046348571  L adjust: ['0.999110', '0.999883']  time :  98.28237009048462
Epoch :  173  Rel. Train L2 Loss :  0.02078141498565674  Rel. Test L2 Loss :  0.06601716446876525  L adjust: ['0.999047', '0.999542']  time :  97.98731327056885
Epoch :  174  Rel. Train L2 Loss :  0.020439360201358794  Rel. Test L2 Loss :  0.06602603697776795  L adjust: ['0.999539', '0.999433']  time :  97.78848099708557
Epoch :  175  Rel. Train L2 Loss :  0.020726600974798202  Rel. Test L2 Loss :  0.06677174806594849  L adjust: ['0.999483', '0.999929']  time :  98.10934329032898
Epoch :  176  Rel. Train L2 Loss :  0.020968543738126753  Rel. Test L2 Loss :  0.06529914283752442  L adjust: ['0.999122', '0.999743']  time :  98.16876769065857
Epoch :  177  Rel. Train L2 Loss :  0.020257005035877226  Rel. Test L2 Loss :  0.0666704888343811  L adjust: ['0.999247', '0.999770']  time :  97.60216546058655
Epoch :  178  Rel. Train L2 Loss :  0.01978025022149086  Rel. Test L2 Loss :  0.06709682536125183  L adjust: ['0.999487', '0.999807']  time :  98.03298616409302
Epoch :  179  Rel. Train L2 Loss :  0.020701740384101868  Rel. Test L2 Loss :  0.0668244926929474  L adjust: ['0.999389', '0.999653']  time :  98.20649909973145
Epoch :  180  Rel. Train L2 Loss :  0.02076922643184662  Rel. Test L2 Loss :  0.06629602289199829  L adjust: ['0.999244', '0.999752']  time :  98.24775338172913
Epoch :  181  Rel. Train L2 Loss :  0.019789434880018233  Rel. Test L2 Loss :  0.06684251546859742  L adjust: ['0.999203', '0.999531']  time :  97.63933539390564
Epoch :  182  Rel. Train L2 Loss :  0.01965859079360962  Rel. Test L2 Loss :  0.06703176784515381  L adjust: ['0.999161', '0.999828']  time :  98.08073234558105
Epoch :  183  Rel. Train L2 Loss :  0.019793866366147994  Rel. Test L2 Loss :  0.06713933849334716  L adjust: ['0.999312', '0.999823']  time :  98.3002417087555
Epoch :  184  Rel. Train L2 Loss :  0.01957828238606453  Rel. Test L2 Loss :  0.06639873933792115  L adjust: ['0.999513', '0.999616']  time :  97.81291627883911
Epoch :  185  Rel. Train L2 Loss :  0.0201573241353035  Rel. Test L2 Loss :  0.06689740109443665  L adjust: ['0.999614', '0.999582']  time :  97.80029535293579
Epoch :  186  Rel. Train L2 Loss :  0.019967217624187468  Rel. Test L2 Loss :  0.06721813368797303  L adjust: ['0.999101', '0.999900']  time :  98.30895185470581
Epoch :  187  Rel. Train L2 Loss :  0.019903708130121232  Rel. Test L2 Loss :  0.06593965768814086  L adjust: ['0.999240', '0.999352']  time :  98.40695261955261
Epoch :  188  Rel. Train L2 Loss :  0.02029821842908859  Rel. Test L2 Loss :  0.06701988434791564  L adjust: ['0.999524', '0.999744']  time :  97.99945116043091
Epoch :  189  Rel. Train L2 Loss :  0.01962024500966072  Rel. Test L2 Loss :  0.06666951489448547  L adjust: ['0.999655', '0.999612']  time :  97.80299091339111
Epoch :  190  Rel. Train L2 Loss :  0.01942173498868942  Rel. Test L2 Loss :  0.06657058501243591  L adjust: ['0.999441', '0.999684']  time :  98.1644446849823
Epoch :  191  Rel. Train L2 Loss :  0.019116042107343675  Rel. Test L2 Loss :  0.0664442446231842  L adjust: ['0.999382', '0.999993']  time :  97.91824316978455
Epoch :  192  Rel. Train L2 Loss :  0.018975034564733505  Rel. Test L2 Loss :  0.06727993011474609  L adjust: ['0.999183', '0.999503']  time :  97.6126778125763
Epoch :  193  Rel. Train L2 Loss :  0.019706069499254228  Rel. Test L2 Loss :  0.06659197974205017  L adjust: ['0.999429', '0.999808']  time :  98.1892499923706
Epoch :  194  Rel. Train L2 Loss :  0.018636823743581773  Rel. Test L2 Loss :  0.06680014538764954  L adjust: ['0.999445', '0.999807']  time :  98.14222311973572
Epoch :  195  Rel. Train L2 Loss :  0.018890626549720763  Rel. Test L2 Loss :  0.06734318685531616  L adjust: ['0.999489', '0.999496']  time :  97.46954870223999
Epoch :  196  Rel. Train L2 Loss :  0.01905689126253128  Rel. Test L2 Loss :  0.06753750371932983  L adjust: ['0.999488', '0.999811']  time :  98.25628471374512
Epoch :  197  Rel. Train L2 Loss :  0.01933045220375061  Rel. Test L2 Loss :  0.06722615003585815  L adjust: ['0.999573', '0.999494']  time :  98.34589266777039
Epoch :  198  Rel. Train L2 Loss :  0.018329199761152267  Rel. Test L2 Loss :  0.06736790132522583  L adjust: ['0.999603', '0.999945']  time :  98.0307867527008
Epoch :  199  Rel. Train L2 Loss :  0.019049441307783126  Rel. Test L2 Loss :  0.06554326438903808  L adjust: ['0.999085', '0.999942']  time :  97.76963067054749
Epoch :  200  Rel. Train L2 Loss :  0.018880502849817276  Rel. Test L2 Loss :  0.06627315211296081  L adjust: ['0.999048', '0.999755']  time :  98.4375479221344
Epoch :  201  Rel. Train L2 Loss :  0.018589028537273407  Rel. Test L2 Loss :  0.06697641587257386  L adjust: ['0.999389', '0.999920']  time :  98.31089854240417
Epoch :  202  Rel. Train L2 Loss :  0.019114561855792998  Rel. Test L2 Loss :  0.06658906149864197  L adjust: ['0.999302', '0.999642']  time :  97.59006810188293
Epoch :  203  Rel. Train L2 Loss :  0.01865746983885765  Rel. Test L2 Loss :  0.06702523732185364  L adjust: ['0.999524', '0.999611']  time :  98.06794118881226
Epoch :  204  Rel. Train L2 Loss :  0.01795084238052368  Rel. Test L2 Loss :  0.06682661962509155  L adjust: ['0.999162', '0.999491']  time :  98.3245484828949
Epoch :  205  Rel. Train L2 Loss :  0.01816506239771843  Rel. Test L2 Loss :  0.06689749240875244  L adjust: ['0.999396', '1.000002']  time :  97.88981318473816
Epoch :  206  Rel. Train L2 Loss :  0.018247543424367903  Rel. Test L2 Loss :  0.06734459018707276  L adjust: ['0.999380', '0.999632']  time :  97.85221409797668
Epoch :  207  Rel. Train L2 Loss :  0.018422375857830048  Rel. Test L2 Loss :  0.0669530041217804  L adjust: ['0.999321', '0.999409']  time :  98.29892182350159
Epoch :  208  Rel. Train L2 Loss :  0.017874205619096757  Rel. Test L2 Loss :  0.06686071753501892  L adjust: ['0.999328', '0.999556']  time :  98.07424569129944
Epoch :  209  Rel. Train L2 Loss :  0.017920484274625777  Rel. Test L2 Loss :  0.06658169412612915  L adjust: ['0.999369', '0.999850']  time :  97.57977819442749
Epoch :  210  Rel. Train L2 Loss :  0.017972901791334154  Rel. Test L2 Loss :  0.06677508544921874  L adjust: ['0.999433', '0.999804']  time :  98.22918963432312
Epoch :  211  Rel. Train L2 Loss :  0.01786793541908264  Rel. Test L2 Loss :  0.06721309423446656  L adjust: ['0.999316', '0.999878']  time :  98.13072085380554
Epoch :  212  Rel. Train L2 Loss :  0.01755557245016098  Rel. Test L2 Loss :  0.06719088888168336  L adjust: ['0.999374', '0.999640']  time :  97.63390588760376
Epoch :  213  Rel. Train L2 Loss :  0.01793003350496292  Rel. Test L2 Loss :  0.06703414726257324  L adjust: ['0.999473', '1.000016']  time :  98.10745143890381
Epoch :  214  Rel. Train L2 Loss :  0.017410807579755782  Rel. Test L2 Loss :  0.06718545317649842  L adjust: ['0.999235', '0.999896']  time :  98.77565813064575
Epoch :  215  Rel. Train L2 Loss :  0.01769293826818466  Rel. Test L2 Loss :  0.0668807909488678  L adjust: ['0.999450', '0.999875']  time :  98.30636763572693
Epoch :  216  Rel. Train L2 Loss :  0.018064953327178956  Rel. Test L2 Loss :  0.06726748728752137  L adjust: ['0.999175', '0.999389']  time :  97.78246855735779
Epoch :  217  Rel. Train L2 Loss :  0.017716467559337618  Rel. Test L2 Loss :  0.06706366467475891  L adjust: ['0.999397', '0.999755']  time :  98.10896468162537
Epoch :  218  Rel. Train L2 Loss :  0.016975393861532212  Rel. Test L2 Loss :  0.06686708116531372  L adjust: ['0.999139', '0.999694']  time :  98.35676121711731
Epoch :  219  Rel. Train L2 Loss :  0.017233009994029998  Rel. Test L2 Loss :  0.06631376719474792  L adjust: ['0.998981', '0.999678']  time :  98.05362892150879
Epoch :  220  Rel. Train L2 Loss :  0.018305503100156783  Rel. Test L2 Loss :  0.06774286794662475  L adjust: ['0.999513', '0.999642']  time :  98.08500504493713
Epoch :  221  Rel. Train L2 Loss :  0.0172526533305645  Rel. Test L2 Loss :  0.06645445704460144  L adjust: ['0.999229', '0.999657']  time :  98.26487421989441
Epoch :  222  Rel. Train L2 Loss :  0.017311516761779784  Rel. Test L2 Loss :  0.06734287428855897  L adjust: ['0.999208', '0.999533']  time :  98.46447372436523
Epoch :  223  Rel. Train L2 Loss :  0.017451418727636336  Rel. Test L2 Loss :  0.06713198733329773  L adjust: ['0.999293', '0.999652']  time :  98.19490456581116
Epoch :  224  Rel. Train L2 Loss :  0.016846524000167847  Rel. Test L2 Loss :  0.06748297166824341  L adjust: ['0.999274', '0.999953']  time :  97.6771788597107
Epoch :  225  Rel. Train L2 Loss :  0.016842326164245604  Rel. Test L2 Loss :  0.06657003021240235  L adjust: ['0.999394', '0.999689']  time :  98.17083382606506
Epoch :  226  Rel. Train L2 Loss :  0.01711741104722023  Rel. Test L2 Loss :  0.06733191871643067  L adjust: ['0.999208', '0.999875']  time :  98.27399444580078
Epoch :  227  Rel. Train L2 Loss :  0.016869460284709932  Rel. Test L2 Loss :  0.0673975191116333  L adjust: ['0.999259', '0.999665']  time :  97.78371930122375
Epoch :  228  Rel. Train L2 Loss :  0.017057690620422363  Rel. Test L2 Loss :  0.06743109273910522  L adjust: ['0.999215', '0.999531']  time :  97.88190603256226
Epoch :  229  Rel. Train L2 Loss :  0.016994572013616562  Rel. Test L2 Loss :  0.06721451640129089  L adjust: ['0.999347', '0.999620']  time :  98.27986550331116
Epoch :  230  Rel. Train L2 Loss :  0.01784804266691208  Rel. Test L2 Loss :  0.06760532784461976  L adjust: ['0.999339', '0.999864']  time :  97.6881856918335
Epoch :  231  Rel. Train L2 Loss :  0.017080598682165146  Rel. Test L2 Loss :  0.066328786611557  L adjust: ['0.999210', '0.999731']  time :  97.83239674568176
Epoch :  232  Rel. Train L2 Loss :  0.016425917893648147  Rel. Test L2 Loss :  0.06859757709503174  L adjust: ['0.999481', '0.999741']  time :  98.14195680618286
Epoch :  233  Rel. Train L2 Loss :  0.01683348473906517  Rel. Test L2 Loss :  0.06764368200302125  L adjust: ['0.999549', '0.999771']  time :  98.30934882164001
Epoch :  234  Rel. Train L2 Loss :  0.01622235491871834  Rel. Test L2 Loss :  0.0673684229850769  L adjust: ['0.999420', '0.999602']  time :  97.99639749526978
Epoch :  235  Rel. Train L2 Loss :  0.0167085842192173  Rel. Test L2 Loss :  0.06777626180648803  L adjust: ['0.999208', '0.999842']  time :  97.91114616394043
Epoch :  236  Rel. Train L2 Loss :  0.016713076412677764  Rel. Test L2 Loss :  0.06696316313743592  L adjust: ['0.999389', '0.999858']  time :  98.21034812927246
Epoch :  237  Rel. Train L2 Loss :  0.016822122424840928  Rel. Test L2 Loss :  0.0678710105419159  L adjust: ['0.999437', '0.999743']  time :  98.41118788719177
Epoch :  238  Rel. Train L2 Loss :  0.016258576840162277  Rel. Test L2 Loss :  0.06771065187454224  L adjust: ['0.999393', '0.999681']  time :  98.05389595031738
Epoch :  239  Rel. Train L2 Loss :  0.015724973738193513  Rel. Test L2 Loss :  0.06724106097221375  L adjust: ['0.999516', '0.999558']  time :  97.86145758628845
Epoch :  240  Rel. Train L2 Loss :  0.016229813128709792  Rel. Test L2 Loss :  0.06793730998039246  L adjust: ['0.999396', '0.999445']  time :  98.2675416469574
Epoch :  241  Rel. Train L2 Loss :  0.01586010104417801  Rel. Test L2 Loss :  0.06759797191619873  L adjust: ['0.999410', '1.000069']  time :  98.36211609840393
Epoch :  242  Rel. Train L2 Loss :  0.016107661575078966  Rel. Test L2 Loss :  0.06766188144683838  L adjust: ['0.999346', '0.999440']  time :  98.34164905548096
Epoch :  243  Rel. Train L2 Loss :  0.016204184770584107  Rel. Test L2 Loss :  0.06716449117660522  L adjust: ['0.999249', '0.999627']  time :  97.82851314544678
Epoch :  244  Rel. Train L2 Loss :  0.01578677636384964  Rel. Test L2 Loss :  0.06697758054733276  L adjust: ['0.999111', '0.999539']  time :  98.13101625442505
Epoch :  245  Rel. Train L2 Loss :  0.017135490506887435  Rel. Test L2 Loss :  0.06715182209014893  L adjust: ['0.999308', '0.999574']  time :  98.41458177566528
Epoch :  246  Rel. Train L2 Loss :  0.015858342736959456  Rel. Test L2 Loss :  0.06780918669700622  L adjust: ['0.999235', '0.999694']  time :  98.49444937705994
Epoch :  247  Rel. Train L2 Loss :  0.01588178586959839  Rel. Test L2 Loss :  0.06729117751121522  L adjust: ['0.999257', '0.999843']  time :  98.11936855316162
Epoch :  248  Rel. Train L2 Loss :  0.015608207881450653  Rel. Test L2 Loss :  0.06777593398094177  L adjust: ['0.999368', '0.999667']  time :  98.38735866546631
Epoch :  249  Rel. Train L2 Loss :  0.015237815201282501  Rel. Test L2 Loss :  0.06805217933654785  L adjust: ['0.999366', '0.999610']  time :  98.45609664916992
Epoch :  250  Rel. Train L2 Loss :  0.015394457578659058  Rel. Test L2 Loss :  0.06823981165885926  L adjust: ['0.999489', '0.999930']  time :  98.02270412445068
Epoch :  251  Rel. Train L2 Loss :  0.01656767466664314  Rel. Test L2 Loss :  0.0679277606010437  L adjust: ['0.999344', '0.999607']  time :  98.58434176445007
Epoch :  252  Rel. Train L2 Loss :  0.01546608304977417  Rel. Test L2 Loss :  0.0680098180770874  L adjust: ['0.999324', '0.999784']  time :  98.982093334198
Epoch :  253  Rel. Train L2 Loss :  0.015455311805009841  Rel. Test L2 Loss :  0.06766275453567505  L adjust: ['0.999500', '1.000098']  time :  98.22697424888611
Epoch :  254  Rel. Train L2 Loss :  0.015424054443836212  Rel. Test L2 Loss :  0.06759673285484313  L adjust: ['0.999332', '0.999804']  time :  97.95052909851074
Epoch :  255  Rel. Train L2 Loss :  0.015376375496387481  Rel. Test L2 Loss :  0.06777174472808838  L adjust: ['0.999242', '0.999922']  time :  98.19520616531372
Epoch :  256  Rel. Train L2 Loss :  0.01555129298567772  Rel. Test L2 Loss :  0.06848917984962463  L adjust: ['0.999314', '1.000115']  time :  98.36441135406494
Epoch :  257  Rel. Train L2 Loss :  0.01578302112221718  Rel. Test L2 Loss :  0.0678927607536316  L adjust: ['0.999225', '0.999692']  time :  97.9995129108429
Epoch :  258  Rel. Train L2 Loss :  0.015895582646131515  Rel. Test L2 Loss :  0.06823337459564209  L adjust: ['0.999431', '0.999702']  time :  97.77372074127197
Epoch :  259  Rel. Train L2 Loss :  0.015916566342115402  Rel. Test L2 Loss :  0.06701617360115052  L adjust: ['0.999513', '0.999481']  time :  98.23792552947998
Epoch :  260  Rel. Train L2 Loss :  0.014828191936016083  Rel. Test L2 Loss :  0.0677535240650177  L adjust: ['0.999196', '0.999604']  time :  98.30826091766357
Epoch :  261  Rel. Train L2 Loss :  0.014470641195774079  Rel. Test L2 Loss :  0.06790208745002746  L adjust: ['0.999359', '1.000023']  time :  97.939457654953
Epoch :  262  Rel. Train L2 Loss :  0.01445555168390274  Rel. Test L2 Loss :  0.06786974668502807  L adjust: ['0.999360', '0.999757']  time :  97.83366465568542
Epoch :  263  Rel. Train L2 Loss :  0.014518296778202057  Rel. Test L2 Loss :  0.06744818687438965  L adjust: ['0.999233', '0.999707']  time :  98.22638058662415
Epoch :  264  Rel. Train L2 Loss :  0.014822691768407822  Rel. Test L2 Loss :  0.0678814721107483  L adjust: ['0.999250', '0.999822']  time :  98.22877502441406
Epoch :  265  Rel. Train L2 Loss :  0.014283500328660012  Rel. Test L2 Loss :  0.06759777331352233  L adjust: ['0.999199', '0.999744']  time :  97.87008953094482
Epoch :  266  Rel. Train L2 Loss :  0.014176144257187844  Rel. Test L2 Loss :  0.06797942280769348  L adjust: ['0.999428', '0.999876']  time :  97.96098303794861
Epoch :  267  Rel. Train L2 Loss :  0.014417476803064346  Rel. Test L2 Loss :  0.06759275341033935  L adjust: ['0.999382', '0.999745']  time :  98.30677843093872
Epoch :  268  Rel. Train L2 Loss :  0.014965011447668075  Rel. Test L2 Loss :  0.0684287371635437  L adjust: ['0.999375', '0.999873']  time :  98.1114993095398
Epoch :  269  Rel. Train L2 Loss :  0.014546581834554673  Rel. Test L2 Loss :  0.0675304217338562  L adjust: ['0.999399', '0.999718']  time :  97.61157393455505
Epoch :  270  Rel. Train L2 Loss :  0.014224039897322655  Rel. Test L2 Loss :  0.06782388424873352  L adjust: ['0.999266', '0.999844']  time :  98.13910055160522
Epoch :  271  Rel. Train L2 Loss :  0.014383685946464539  Rel. Test L2 Loss :  0.067618905544281  L adjust: ['0.999217', '0.999552']  time :  98.01629972457886
Epoch :  272  Rel. Train L2 Loss :  0.014503542006015778  Rel. Test L2 Loss :  0.06810545349121094  L adjust: ['0.999522', '0.999673']  time :  97.54756665229797
Epoch :  273  Rel. Train L2 Loss :  0.014097927749156951  Rel. Test L2 Loss :  0.06772086811065674  L adjust: ['0.999349', '0.999570']  time :  98.11838912963867
Epoch :  274  Rel. Train L2 Loss :  0.01408004905283451  Rel. Test L2 Loss :  0.06791948533058166  L adjust: ['0.999248', '0.999922']  time :  98.20783686637878
Epoch :  275  Rel. Train L2 Loss :  0.014109560042619705  Rel. Test L2 Loss :  0.06828432965278626  L adjust: ['0.999457', '0.999996']  time :  97.70379090309143
Epoch :  276  Rel. Train L2 Loss :  0.014057585179805756  Rel. Test L2 Loss :  0.06815300369262696  L adjust: ['0.999462', '0.999775']  time :  98.06047558784485
Epoch :  277  Rel. Train L2 Loss :  0.014132366627454757  Rel. Test L2 Loss :  0.06856242394447326  L adjust: ['0.999270', '0.999837']  time :  98.38499855995178
Epoch :  278  Rel. Train L2 Loss :  0.013603475198149681  Rel. Test L2 Loss :  0.06756730604171753  L adjust: ['0.999157', '0.999562']  time :  97.98614311218262
Epoch :  279  Rel. Train L2 Loss :  0.013658505022525788  Rel. Test L2 Loss :  0.06820481920242309  L adjust: ['0.999226', '0.999694']  time :  97.82232999801636
Epoch :  280  Rel. Train L2 Loss :  0.013929808422923087  Rel. Test L2 Loss :  0.06827420020103454  L adjust: ['0.999260', '0.999961']  time :  98.32292151451111
Epoch :  281  Rel. Train L2 Loss :  0.013842484503984452  Rel. Test L2 Loss :  0.06831686329841614  L adjust: ['0.999486', '0.999933']  time :  98.28424143791199
Epoch :  282  Rel. Train L2 Loss :  0.013688020631670952  Rel. Test L2 Loss :  0.06799468874931336  L adjust: ['0.999403', '0.999754']  time :  97.58482813835144
Epoch :  283  Rel. Train L2 Loss :  0.01330569712817669  Rel. Test L2 Loss :  0.06790709948539733  L adjust: ['0.999241', '0.999862']  time :  98.07437992095947
Epoch :  284  Rel. Train L2 Loss :  0.013106779918074608  Rel. Test L2 Loss :  0.06826516938209534  L adjust: ['0.999477', '0.999714']  time :  98.36997699737549
Epoch :  285  Rel. Train L2 Loss :  0.013095426246523857  Rel. Test L2 Loss :  0.06847296094894409  L adjust: ['0.999427', '0.999663']  time :  98.0506660938263
Epoch :  286  Rel. Train L2 Loss :  0.013320898950099944  Rel. Test L2 Loss :  0.06797393178939819  L adjust: ['0.999315', '0.999725']  time :  97.73235368728638
Epoch :  287  Rel. Train L2 Loss :  0.013228569895029067  Rel. Test L2 Loss :  0.06861030292510986  L adjust: ['0.999436', '0.999604']  time :  98.17065644264221
Epoch :  288  Rel. Train L2 Loss :  0.013117334291338921  Rel. Test L2 Loss :  0.06876883625984193  L adjust: ['0.999348', '0.999974']  time :  98.26537585258484
Epoch :  289  Rel. Train L2 Loss :  0.013272521644830703  Rel. Test L2 Loss :  0.06841277766227723  L adjust: ['0.999355', '0.999775']  time :  98.63446259498596
Epoch :  290  Rel. Train L2 Loss :  0.01299638144671917  Rel. Test L2 Loss :  0.06853773784637451  L adjust: ['0.999369', '0.999786']  time :  97.89379715919495
Epoch :  291  Rel. Train L2 Loss :  0.012689636662602425  Rel. Test L2 Loss :  0.06809545397758483  L adjust: ['0.999230', '0.999729']  time :  98.1778814792633
Epoch :  292  Rel. Train L2 Loss :  0.012946583613753318  Rel. Test L2 Loss :  0.06812592768669129  L adjust: ['0.999354', '0.999714']  time :  98.3074939250946
Epoch :  293  Rel. Train L2 Loss :  0.013048467829823494  Rel. Test L2 Loss :  0.06858475923538208  L adjust: ['0.999504', '0.999579']  time :  97.64490866661072
Epoch :  294  Rel. Train L2 Loss :  0.013213609874248505  Rel. Test L2 Loss :  0.0681915135383606  L adjust: ['0.999474', '0.999698']  time :  97.94313955307007
Epoch :  295  Rel. Train L2 Loss :  0.012695376828312874  Rel. Test L2 Loss :  0.06849149179458618  L adjust: ['0.999355', '0.999896']  time :  98.4256238937378
Epoch :  296  Rel. Train L2 Loss :  0.012774500116705894  Rel. Test L2 Loss :  0.06808559703826904  L adjust: ['0.999404', '0.999641']  time :  98.2236647605896
Epoch :  297  Rel. Train L2 Loss :  0.012415200620889664  Rel. Test L2 Loss :  0.06826437377929688  L adjust: ['0.999420', '0.999662']  time :  97.82754898071289
Epoch :  298  Rel. Train L2 Loss :  0.012219616234302521  Rel. Test L2 Loss :  0.06832496237754822  L adjust: ['0.999354', '0.999682']  time :  98.14151430130005
Epoch :  299  Rel. Train L2 Loss :  0.012114215463399887  Rel. Test L2 Loss :  0.06839340114593506  L adjust: ['0.999237', '0.999857']  time :  98.409184217453
Epoch :  300  Rel. Train L2 Loss :  0.012507249638438224  Rel. Test L2 Loss :  0.06832565569877624  L adjust: ['0.999402', '0.999872']  time :  98.10233759880066
Epoch :  301  Rel. Train L2 Loss :  0.012300710335373879  Rel. Test L2 Loss :  0.06815025758743286  L adjust: ['0.999375', '0.999769']  time :  98.10279560089111
Epoch :  302  Rel. Train L2 Loss :  0.01201796780526638  Rel. Test L2 Loss :  0.06802090859413147  L adjust: ['0.999258', '0.999810']  time :  98.32751822471619
Epoch :  303  Rel. Train L2 Loss :  0.012326312482357025  Rel. Test L2 Loss :  0.0681471107006073  L adjust: ['0.999257', '0.999550']  time :  98.47920370101929
Epoch :  304  Rel. Train L2 Loss :  0.012179055228829384  Rel. Test L2 Loss :  0.06822611331939697  L adjust: ['0.999207', '0.999793']  time :  98.07519793510437
Epoch :  305  Rel. Train L2 Loss :  0.011966707274317742  Rel. Test L2 Loss :  0.06809163975715637  L adjust: ['0.999239', '0.999559']  time :  98.06827974319458
Epoch :  306  Rel. Train L2 Loss :  0.01198875054717064  Rel. Test L2 Loss :  0.0686232476234436  L adjust: ['0.999407', '0.999893']  time :  98.2353765964508
Epoch :  307  Rel. Train L2 Loss :  0.011928783893585206  Rel. Test L2 Loss :  0.0681603422164917  L adjust: ['0.999367', '0.999777']  time :  98.45571756362915
Epoch :  308  Rel. Train L2 Loss :  0.011695499688386917  Rel. Test L2 Loss :  0.06859033393859863  L adjust: ['0.999339', '0.999735']  time :  98.23557162284851
Epoch :  309  Rel. Train L2 Loss :  0.01167126815021038  Rel. Test L2 Loss :  0.06869588565826416  L adjust: ['0.999338', '0.999756']  time :  97.72850489616394
Epoch :  310  Rel. Train L2 Loss :  0.011764256179332733  Rel. Test L2 Loss :  0.06838129758834839  L adjust: ['0.999329', '0.999772']  time :  98.30238938331604
Epoch :  311  Rel. Train L2 Loss :  0.011708401307463647  Rel. Test L2 Loss :  0.06845888257026672  L adjust: ['0.999392', '0.999886']  time :  98.15978121757507
Epoch :  312  Rel. Train L2 Loss :  0.011589046105742455  Rel. Test L2 Loss :  0.06859346771240235  L adjust: ['0.999375', '0.999933']  time :  97.69448375701904
Epoch :  313  Rel. Train L2 Loss :  0.011174034878611565  Rel. Test L2 Loss :  0.0681656985282898  L adjust: ['0.999330', '0.999719']  time :  98.14815187454224
Epoch :  314  Rel. Train L2 Loss :  0.011593878969550133  Rel. Test L2 Loss :  0.06835208129882812  L adjust: ['0.999323', '0.999678']  time :  98.29147124290466
Epoch :  315  Rel. Train L2 Loss :  0.011346735909581185  Rel. Test L2 Loss :  0.06820630669593811  L adjust: ['0.999396', '0.999795']  time :  97.82801389694214
Epoch :  316  Rel. Train L2 Loss :  0.011021358147263526  Rel. Test L2 Loss :  0.06859818530082702  L adjust: ['0.999360', '0.999844']  time :  97.73167133331299
Epoch :  317  Rel. Train L2 Loss :  0.011231151923537254  Rel. Test L2 Loss :  0.06794403409957886  L adjust: ['0.999317', '0.999735']  time :  98.20929908752441
Epoch :  318  Rel. Train L2 Loss :  0.01125765474140644  Rel. Test L2 Loss :  0.06838857936859132  L adjust: ['0.999409', '0.999732']  time :  98.18769788742065
Epoch :  319  Rel. Train L2 Loss :  0.011047767862677573  Rel. Test L2 Loss :  0.06842692017555237  L adjust: ['0.999442', '0.999674']  time :  97.38263845443726
Epoch :  320  Rel. Train L2 Loss :  0.010917241647839547  Rel. Test L2 Loss :  0.06851101255416871  L adjust: ['0.999422', '0.999777']  time :  98.12124276161194
Epoch :  321  Rel. Train L2 Loss :  0.010787484019994735  Rel. Test L2 Loss :  0.0683509442806244  L adjust: ['0.999431', '0.999721']  time :  98.22835803031921
Epoch :  322  Rel. Train L2 Loss :  0.010664075687527657  Rel. Test L2 Loss :  0.06842681813240051  L adjust: ['0.999329', '0.999555']  time :  97.81248068809509
Epoch :  323  Rel. Train L2 Loss :  0.011047019883990287  Rel. Test L2 Loss :  0.06845113015174865  L adjust: ['0.999382', '0.999754']  time :  98.01559233665466
Epoch :  324  Rel. Train L2 Loss :  0.011044041827321053  Rel. Test L2 Loss :  0.06863080477714538  L adjust: ['0.999378', '0.999795']  time :  98.18030619621277
Epoch :  325  Rel. Train L2 Loss :  0.011030856519937515  Rel. Test L2 Loss :  0.06860739588737488  L adjust: ['0.999445', '0.999667']  time :  98.11676836013794
Epoch :  326  Rel. Train L2 Loss :  0.010696697860956192  Rel. Test L2 Loss :  0.06832904863357545  L adjust: ['0.999393', '0.999911']  time :  97.75319480895996
Epoch :  327  Rel. Train L2 Loss :  0.01036637131869793  Rel. Test L2 Loss :  0.06862565469741821  L adjust: ['0.999461', '0.999770']  time :  98.17929363250732
Epoch :  328  Rel. Train L2 Loss :  0.010091683059930802  Rel. Test L2 Loss :  0.06868044185638428  L adjust: ['0.999421', '0.999740']  time :  98.31843900680542
Epoch :  329  Rel. Train L2 Loss :  0.010386649131774903  Rel. Test L2 Loss :  0.06860886907577515  L adjust: ['0.999339', '0.999766']  time :  97.95733737945557
Epoch :  330  Rel. Train L2 Loss :  0.010401311755180359  Rel. Test L2 Loss :  0.06841800069808959  L adjust: ['0.999470', '0.999640']  time :  98.16184329986572
